#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume
HOc6,HOX26,Market Price,2026-04-30T23:00:00.000000000Z,-4,Intraday 1Hour,3.3854,3.3854,3.3853,3.3853,33
HOc6,HOX26,Market Price,2026-05-01T00:00:00.000000000Z,-4,Intraday 1Hour,,,,,48
HOc6,HOX26,Market Price,2026-05-01T01:00:00.000000000Z,-4,Intraday 1Hour,3.3991,3.4005,3.3991,3.4005,10
HOc6,HOX26,Market Price,2026-05-01T02:00:00.000000000Z,-4,Intraday 1Hour,3.392,3.3973,3.392,3.3973,13
HOc6,HOX26,Market Price,2026-05-01T03:00:00.000000000Z,-4,Intraday 1Hour,,,,,1
HOc6,HOX26,Market Price,2026-05-01T04:00:00.000000000Z,-4,Intraday 1Hour,,,,,8
HOc6,HOX26,Market Price,2026-05-01T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,3
HOc6,HOX26,Market Price,2026-05-01T06:00:00.000000000Z,-4,Intraday 1Hour,3.4037,3.4037,3.4037,3.4037,23
HOc6,HOX26,Market Price,2026-05-01T07:00:00.000000000Z,-4,Intraday 1Hour,3.3787,3.3881,3.3665,3.3864,109
HOc6,HOX26,Market Price,2026-05-01T08:00:00.000000000Z,-4,Intraday 1Hour,3.3941,3.4001,3.3933,3.4001,65
HOc6,HOX26,Market Price,2026-05-01T09:00:00.000000000Z,-4,Intraday 1Hour,,,,,28
HOc6,HOX26,Market Price,2026-05-01T10:00:00.000000000Z,-4,Intraday 1Hour,3.3904,3.3904,3.3904,3.3904,17
HOc6,HOX26,Market Price,2026-05-01T11:00:00.000000000Z,-4,Intraday 1Hour,3.3767,3.3767,3.3767,3.3767,77
HOc6,HOX26,Market Price,2026-05-01T12:00:00.000000000Z,-4,Intraday 1Hour,3.3808,3.3868,3.3434,3.3564,315
HOc6,HOX26,Market Price,2026-05-01T13:00:00.000000000Z,-4,Intraday 1Hour,3.3564,3.3564,3.3017,3.3104,373
HOc6,HOX26,Market Price,2026-05-01T14:00:00.000000000Z,-4,Intraday 1Hour,3.3043,3.3159,3.2761,3.3159,360
HOc6,HOX26,Market Price,2026-05-01T15:00:00.000000000Z,-4,Intraday 1Hour,3.3195,3.324,3.2963,3.2963,101
