#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume
HOc10,HOH27,Market Price,2026-05-01T00:00:00.000000000Z,-4,Intraday 1Hour,,,,,6
HOc10,HOH27,Market Price,2026-05-01T01:00:00.000000000Z,-4,Intraday 1Hour,,,,,7
HOc10,HOH27,Market Price,2026-05-01T02:00:00.000000000Z,-4,Intraday 1Hour,,,,,2
HOc10,HOH27,Market Price,2026-05-01T04:00:00.000000000Z,-4,Intraday 1Hour,3.0366,3.0366,3.0366,3.0366,11
HOc10,HOH27,Market Price,2026-05-01T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,3
HOc10,HOH27,Market Price,2026-05-01T06:00:00.000000000Z,-4,Intraday 1Hour,,,,,5
HOc10,HOH27,Market Price,2026-05-01T07:00:00.000000000Z,-4,Intraday 1Hour,,,,,23
HOc10,HOH27,Market Price,2026-05-01T08:00:00.000000000Z,-4,Intraday 1Hour,,,,,7
HOc10,HOH27,Market Price,2026-05-01T09:00:00.000000000Z,-4,Intraday 1Hour,,,,,16
HOc10,HOH27,Market Price,2026-05-01T10:00:00.000000000Z,-4,Intraday 1Hour,,,,,2
HOc10,HOH27,Market Price,2026-05-01T11:00:00.000000000Z,-4,Intraday 1Hour,,,,,51
HOc10,HOH27,Market Price,2026-05-01T12:00:00.000000000Z,-4,Intraday 1Hour,,,,,49
HOc10,HOH27,Market Price,2026-05-01T13:00:00.000000000Z,-4,Intraday 1Hour,3.0031,3.0031,3.0031,3.0031,140
HOc10,HOH27,Market Price,2026-05-01T14:00:00.000000000Z,-4,Intraday 1Hour,2.9583,2.9846,2.9583,2.9829,236
HOc10,HOH27,Market Price,2026-05-01T15:00:00.000000000Z,-4,Intraday 1Hour,,,,,41
HOc10,HOH27,Market Price,2026-05-01T16:00:00.000000000Z,-4,Intraday 1Hour,2.9648,2.9648,2.9648,2.9648,26
HOc10,HOH27,Market Price,2026-05-01T17:00:00.000000000Z,-4,Intraday 1Hour,2.9822,2.9822,2.9822,2.9822,14
HOc10,HOH27,Market Price,2026-05-01T18:00:00.000000000Z,-4,Intraday 1Hour,,,,,92
HOc10,HOH27,Market Price,2026-05-01T19:00:00.000000000Z,-4,Intraday 1Hour,3.0052,3.0052,3.0052,3.0052,26
HOc10,HOH27,Market Price,2026-05-01T20:00:00.000000000Z,-4,Intraday 1Hour,3.013,3.013,3.013,3.013,23
HOc10,HOH27,Market Price,2026-05-03T22:00:00.000000000Z,-4,Intraday 1Hour,2.9915,2.9915,2.9915,2.9915,35
HOc10,HOH27,Market Price,2026-05-04T03:00:00.000000000Z,-4,Intraday 1Hour,,,,,4
HOc10,HOH27,Market Price,2026-05-04T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,3
HOc10,HOH27,Market Price,2026-05-04T06:00:00.000000000Z,-4,Intraday 1Hour,,,,,1
HOc10,HOH27,Market Price,2026-05-04T08:00:00.000000000Z,-4,Intraday 1Hour,,,,,3
HOc10,HOH27,Market Price,2026-05-04T09:00:00.000000000Z,-4,Intraday 1Hour,,,,,36
HOc10,HOH27,Market Price,2026-05-04T10:00:00.000000000Z,-4,Intraday 1Hour,,,,,203
HOc10,HOH27,Market Price,2026-05-04T11:00:00.000000000Z,-4,Intraday 1Hour,,,,,12
HOc10,HOH27,Market Price,2026-05-04T12:00:00.000000000Z,-4,Intraday 1Hour,,,,,32
HOc10,HOH27,Market Price,2026-05-04T13:00:00.000000000Z,-4,Intraday 1Hour,3.0439,3.0439,3.0439,3.0439,39
HOc10,HOH27,Market Price,2026-05-04T14:00:00.000000000Z,-4,Intraday 1Hour,3.0521,3.0521,3.0521,3.0521,135
HOc10,HOH27,Market Price,2026-05-04T15:00:00.000000000Z,-4,Intraday 1Hour,,,,,141
HOc10,HOH27,Market Price,2026-05-04T16:00:00.000000000Z,-4,Intraday 1Hour,,,,,149
