date,Iran,Iraq,Nigeria,Libya,Yemen,Saudi Arabia,Venezuela,Russia,TOTAL
2022-04-10,,10.0,19,,12,,3.0,,44.0
2022-04-11,1.0,13.0,25,,15,,2.0,1.0,57.0
2022-04-12,,2.0,6,,20,,1.0,,29.0
2022-04-13,,13.0,10,,22,,1.0,2.0,48.0
2022-04-14,,15.0,16,,12,,2.0,4.0,49.0
2022-04-15,,20.0,7,1.0,19,,1.0,3.0,51.0
2022-04-16,1.0,16.0,10,,16,,,,43.0
2022-04-17,,21.0,3,,13,1.0,1.0,,39.0
2022-04-18,1.0,27.0,4,1.0,11,,4.0,1.0,49.0
2022-04-19,,32.0,23,1.0,17,,,1.0,74.0
2022-04-20,1.0,35.0,19,1.0,12,,1.0,2.0,71.0
2022-04-21,,24.0,9,,11,,4.0,,48.0
2022-04-22,,22.0,9,1.0,19,,3.0,,54.0
2022-04-23,1.0,31.0,7,1.0,15,,7.0,1.0,63.0
2022-04-24,1.0,29.0,9,,17,,2.0,1.0,59.0
2022-04-25,,23.0,12,1.0,17,,1.0,2.0,56.0
2022-04-26,1.0,30.0,7,2.0,24,,3.0,,67.0
2022-04-27,1.0,23.0,10,,12,,4.0,1.0,51.0
2022-04-28,1.0,18.0,13,,16,,1.0,,49.0
2022-04-29,,21.0,10,,14,,5.0,3.0,53.0
2022-04-30,,24.0,11,,18,,1.0,2.0,56.0
2022-05-01,1.0,25.0,8,,12,,5.0,,51.0
2022-05-02,,33.0,7,1.0,19,,3.0,1.0,64.0
2022-05-03,,18.0,7,,15,,,2.0,42.0
2022-05-04,,19.0,6,,13,,3.0,,41.0
2022-05-05,1.0,24.0,6,,21,,3.0,2.0,57.0
2022-05-06,,22.0,5,,18,,1.0,,46.0
2022-05-07,1.0,23.0,4,,22,,1.0,1.0,52.0
2022-05-08,,22.0,3,,21,,,,46.0
2022-05-09,,14.0,8,,30,,1.0,1.0,54.0
2022-05-10,,23.0,8,,16,,2.0,,49.0
2022-05-11,,33.0,11,,18,,4.0,1.0,67.0
2022-05-12,,32.0,5,1.0,17,,2.0,,57.0
2022-05-13,,22.0,8,,24,,2.0,1.0,57.0
2022-05-14,,21.0,5,2.0,15,,1.0,,44.0
2022-05-15,1.0,26.0,21,1.0,30,,3.0,4.0,86.0
2022-05-16,,22.0,13,,16,,2.0,,53.0
2022-05-17,,22.0,11,3.0,16,,3.0,3.0,58.0
2022-05-18,,24.0,10,,18,,2.0,3.0,57.0
2022-05-19,1.0,24.0,2,,13,,2.0,4.0,46.0
2022-05-20,1.0,18.0,7,,16,,1.0,,43.0
2022-05-21,,19.0,10,,22,,1.0,1.0,53.0
2022-05-22,1.0,15.0,22,,25,,1.0,,64.0
2022-05-23,1.0,31.0,7,,24,,2.0,,65.0
2022-05-24,,20.0,12,,20,,2.0,1.0,55.0
2022-05-25,1.0,27.0,8,1.0,20,,3.0,3.0,63.0
2022-05-26,,24.0,9,,20,,1.0,2.0,56.0
2022-05-27,1.0,18.0,11,,17,,3.0,1.0,51.0
2022-05-28,2.0,20.0,5,2.0,14,,3.0,2.0,48.0
2022-05-29,,20.0,7,,30,,3.0,1.0,61.0
2022-05-30,,21.0,14,1.0,7,,2.0,1.0,46.0
2022-05-31,1.0,24.0,10,,21,,1.0,2.0,59.0
2022-06-01,,26.0,8,4.0,24,,1.0,,63.0
2022-06-02,2.0,9.0,9,,19,,2.0,,41.0
2022-06-03,1.0,24.0,8,,5,,3.0,1.0,42.0
2022-06-04,,24.0,13,,27,,2.0,1.0,67.0
2022-06-05,,23.0,11,,23,,1.0,,58.0
2022-06-06,2.0,21.0,13,,19,,1.0,1.0,57.0
2022-06-07,,17.0,10,4.0,27,,2.0,,60.0
2022-06-08,,19.0,4,,27,1.0,1.0,,52.0
2022-06-09,,22.0,7,1.0,20,,2.0,1.0,53.0
2022-06-10,,19.0,8,1.0,24,,2.0,1.0,55.0
2022-06-11,,22.0,6,,19,,2.0,1.0,50.0
2022-06-12,2.0,23.0,11,1.0,19,,,,56.0
2022-06-13,,19.0,9,,23,,,,51.0
2022-06-14,,19.0,15,,17,,1.0,2.0,54.0
2022-06-15,1.0,25.0,12,,22,,3.0,2.0,65.0
2022-06-16,,27.0,8,,19,,3.0,1.0,58.0
2022-06-17,1.0,30.0,9,,14,,1.0,2.0,57.0
2022-06-18,,16.0,13,2.0,17,,,,48.0
2022-06-19,1.0,18.0,12,,23,,1.0,1.0,56.0
2022-06-20,,14.0,10,,29,,2.0,2.0,57.0
2022-06-21,,18.0,8,,17,,3.0,,46.0
2022-06-22,1.0,19.0,10,2.0,11,,1.0,2.0,46.0
2022-06-23,,16.0,10,,18,1.0,2.0,,47.0
2022-06-24,,24.0,8,1.0,21,,2.0,,56.0
2022-06-25,,20.0,15,,22,,2.0,,59.0
2022-06-26,,14.0,8,,23,,,,45.0
2022-06-27,,16.0,11,1.0,16,,2.0,,46.0
2022-06-28,2.0,18.0,15,1.0,16,,,,52.0
2022-06-29,,16.0,9,,24,,2.0,,51.0
2022-06-30,1.0,23.0,9,,23,,1.0,,57.0
2022-07-01,3.0,20.0,4,,10,,,2.0,39.0
2022-07-02,,21.0,8,,20,,2.0,,51.0
2022-07-03,,22.0,12,,23,,1.0,1.0,59.0
2022-07-04,,27.0,13,,24,,3.0,2.0,69.0
2022-07-05,,35.0,15,,14,,1.0,7.0,72.0
2022-07-06,1.0,29.0,12,,19,,1.0,1.0,63.0
2022-07-07,2.0,24.0,5,,9,,3.0,,43.0
2022-07-08,,20.0,3,,18,,,3.0,44.0
2022-07-09,1.0,23.0,6,,17,,3.0,1.0,51.0
2022-07-10,,20.0,9,,23,,3.0,,55.0
2022-07-11,2.0,16.0,8,,21,,2.0,1.0,50.0
2022-07-12,,18.0,5,,23,,3.0,1.0,50.0
2022-07-13,2.0,16.0,8,,11,,3.0,,40.0
2022-07-14,,16.0,5,1.0,15,,2.0,3.0,42.0
2022-07-15,2.0,19.0,14,,28,,4.0,2.0,69.0
2022-07-16,,13.0,8,,29,,3.0,2.0,55.0
2022-07-17,,19.0,16,,9,,3.0,2.0,49.0
2022-07-18,1.0,23.0,15,1.0,28,,2.0,,70.0
2022-07-19,1.0,21.0,8,,22,,9.0,2.0,63.0
2022-07-20,1.0,19.0,7,,22,,6.0,4.0,59.0
2022-07-21,1.0,14.0,8,2.0,30,,3.0,,58.0
2022-07-22,,19.0,12,3.0,22,,1.0,,57.0
2022-07-23,,21.0,7,1.0,31,,,,60.0
2022-07-24,,21.0,12,1.0,17,,,1.0,52.0
2022-07-25,1.0,16.0,15,,20,,3.0,3.0,58.0
2022-07-26,,20.0,6,1.0,20,,3.0,1.0,51.0
2022-07-27,1.0,19.0,8,,16,,,3.0,47.0
2022-07-28,1.0,20.0,8,,19,,1.0,,49.0
2022-07-29,,12.0,13,,13,,2.0,3.0,43.0
2022-07-30,1.0,25.0,11,,16,,,2.0,55.0
2022-07-31,1.0,13.0,12,,14,,2.0,2.0,44.0
2022-08-01,,16.0,5,,21,,2.0,1.0,45.0
2022-08-02,,19.0,10,,19,,2.0,3.0,53.0
2022-08-03,,21.0,13,,22,,3.0,,59.0
2022-08-04,1.0,12.0,10,1.0,19,,2.0,1.0,46.0
2022-08-05,,20.0,14,,16,,,1.0,51.0
2022-08-06,,18.0,8,1.0,21,,,2.0,50.0
2022-08-07,,14.0,11,,18,,2.0,1.0,46.0
2022-08-08,1.0,16.0,13,,20,,2.0,,52.0
2022-08-09,,21.0,11,,27,,2.0,,61.0
2022-08-10,2.0,13.0,7,,32,1.0,2.0,2.0,59.0
2022-08-11,1.0,23.0,10,,21,,2.0,3.0,60.0
2022-08-12,,16.0,6,1.0,20,,1.0,1.0,45.0
2022-08-13,,19.0,14,,19,,1.0,1.0,54.0
2022-08-14,1.0,17.0,9,,22,,2.0,,51.0
2022-08-15,1.0,32.0,11,1.0,20,,1.0,2.0,68.0
2022-08-16,1.0,16.0,10,,21,,1.0,2.0,51.0
2022-08-17,,13.0,9,,29,,1.0,1.0,53.0
