#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume
LGOc4,LGOQ6,Market Price,2026-05-01T00:00:00.000000000Z,+1,Intraday 1Hour,1085.5,1088.75,1085.5,1087.75,49
LGOc4,LGOQ6,Market Price,2026-05-01T01:00:00.000000000Z,+1,Intraday 1Hour,1087.5,1089.25,1082,1082.75,54
LGOc4,LGOQ6,Market Price,2026-05-01T02:00:00.000000000Z,+1,Intraday 1Hour,1088.25,1089.75,1086.25,1086.25,63
LGOc4,LGOQ6,Market Price,2026-05-01T03:00:00.000000000Z,+1,Intraday 1Hour,1082.5,1084,1082.5,1084,15
LGOc4,LGOQ6,Market Price,2026-05-01T04:00:00.000000000Z,+1,Intraday 1Hour,1080.5,1082,1079.75,1080,19
LGOc4,LGOQ6,Market Price,2026-05-01T05:00:00.000000000Z,+1,Intraday 1Hour,1081,1081,1080,1081,21
LGOc4,LGOQ6,Market Price,2026-05-01T06:00:00.000000000Z,+1,Intraday 1Hour,1083,1090,1081,1088,335
LGOc4,LGOQ6,Market Price,2026-05-01T07:00:00.000000000Z,+1,Intraday 1Hour,1086.75,1087.75,1074.75,1083,857
LGOc4,LGOQ6,Market Price,2026-05-01T08:00:00.000000000Z,+1,Intraday 1Hour,1085.25,1093.75,1083.25,1091.75,921
LGOc4,LGOQ6,Market Price,2026-05-01T09:00:00.000000000Z,+1,Intraday 1Hour,1093.25,1097.75,1086.5,1087.75,1617
LGOc4,LGOQ6,Market Price,2026-05-01T10:00:00.000000000Z,+1,Intraday 1Hour,1089.75,1091,1084.75,1085,642
LGOc4,LGOQ6,Market Price,2026-05-01T11:00:00.000000000Z,+1,Intraday 1Hour,1085.75,1085.75,1080,1081,696
LGOc4,LGOQ6,Market Price,2026-05-01T12:00:00.000000000Z,+1,Intraday 1Hour,1079.5,1083.75,1067.5,1074.25,2490
LGOc4,LGOQ6,Market Price,2026-05-01T13:00:00.000000000Z,+1,Intraday 1Hour,1074.5,1075.25,1055.5,1056.5,2748
LGOc4,LGOQ6,Market Price,2026-05-01T14:00:00.000000000Z,+1,Intraday 1Hour,1057.5,1065.25,1044.75,1064.75,3956
LGOc4,LGOQ6,Market Price,2026-05-01T15:00:00.000000000Z,+1,Intraday 1Hour,1066.25,1069.25,1054.75,1056,3336
LGOc4,LGOQ6,Market Price,2026-05-01T16:00:00.000000000Z,+1,Intraday 1Hour,1055.75,1065,1052.25,1063.5,2898
LGOc4,LGOQ6,Market Price,2026-05-01T17:00:00.000000000Z,+1,Intraday 1Hour,1064,1064,1051.75,1052,788
LGOc4,LGOQ6,Market Price,2026-05-01T18:00:00.000000000Z,+1,Intraday 1Hour,1052.25,1060.25,1051.75,1060.25,1307
LGOc4,LGOQ6,Market Price,2026-05-01T19:00:00.000000000Z,+1,Intraday 1Hour,1059,1059,1054.75,1057.5,342
LGOc4,LGOQ6,Market Price,2026-05-01T20:00:00.000000000Z,+1,Intraday 1Hour,1059.75,1064.5,1059.75,1063.25,223
LGOc4,LGOQ6,Market Price,2026-05-03T22:00:00.000000000Z,+1,Intraday 1Hour,1049.75,1055.75,1043.25,1052.5,311
LGOc4,LGOQ6,Market Price,2026-05-03T23:00:00.000000000Z,+1,Intraday 1Hour,1050.5,1058,1050.5,1058,32
LGOc4,LGOQ6,Market Price,2026-05-04T00:00:00.000000000Z,+1,Intraday 1Hour,1060.25,1061.25,1053.5,1053.75,127
LGOc4,LGOQ6,Market Price,2026-05-04T01:00:00.000000000Z,+1,Intraday 1Hour,1054,1056.75,1054,1056.75,23
LGOc4,LGOQ6,Market Price,2026-05-04T02:00:00.000000000Z,+1,Intraday 1Hour,1056.25,1056.25,1056,1056.25,25
LGOc4,LGOQ6,Market Price,2026-05-04T03:00:00.000000000Z,+1,Intraday 1Hour,1062.5,1063.5,1060.75,1060.75,27
LGOc4,LGOQ6,Market Price,2026-05-04T04:00:00.000000000Z,+1,Intraday 1Hour,1056.5,1057.5,1054.5,1057.5,63
LGOc4,LGOQ6,Market Price,2026-05-04T05:00:00.000000000Z,+1,Intraday 1Hour,1053.75,1054,1044.75,1054,102
LGOc4,LGOQ6,Market Price,2026-05-04T06:00:00.000000000Z,+1,Intraday 1Hour,1052.5,1065.5,1051.75,1064.25,725
LGOc4,LGOQ6,Market Price,2026-05-04T07:00:00.000000000Z,+1,Intraday 1Hour,1065.75,1070.5,1062.75,1070,856
LGOc4,LGOQ6,Market Price,2026-05-04T08:00:00.000000000Z,+1,Intraday 1Hour,1072.5,1074,1056.5,1058,2021
LGOc4,LGOQ6,Market Price,2026-05-04T09:00:00.000000000Z,+1,Intraday 1Hour,1056.5,1062,1056.5,1061.25,575
LGOc4,LGOQ6,Market Price,2026-05-04T10:00:00.000000000Z,+1,Intraday 1Hour,1061,1092.5,1060.25,1076.75,5698
LGOc4,LGOQ6,Market Price,2026-05-04T11:00:00.000000000Z,+1,Intraday 1Hour,1076,1082.5,1072.25,1074,1269
LGOc4,LGOQ6,Market Price,2026-05-04T12:00:00.000000000Z,+1,Intraday 1Hour,1072,1075.25,1066.75,1074.5,1089
LGOc4,LGOQ6,Market Price,2026-05-04T13:00:00.000000000Z,+1,Intraday 1Hour,1074.5,1084.75,1060.75,1067.25,2983
LGOc4,LGOQ6,Market Price,2026-05-04T14:00:00.000000000Z,+1,Intraday 1Hour,1066.75,1082,1058,1081.25,2368
LGOc4,LGOQ6,Market Price,2026-05-04T15:00:00.000000000Z,+1,Intraday 1Hour,1081.5,1099,1078,1097.75,4083
LGOc4,LGOQ6,Market Price,2026-05-04T16:00:00.000000000Z,+1,Intraday 1Hour,1098,1109.25,1095.25,1106.75,2374
LGOc4,LGOQ6,Market Price,2026-05-04T17:00:00.000000000Z,+1,Intraday 1Hour,1107.25,1107.25,1096.75,1099,1788
LGOc4,LGOQ6,Market Price,2026-05-04T18:00:00.000000000Z,+1,Intraday 1Hour,1098,1104,1089.5,1099,1804
LGOc4,LGOQ6,Market Price,2026-05-04T19:00:00.000000000Z,+1,Intraday 1Hour,1097.25,1098.75,1092.25,1094.5,530
LGOc4,LGOQ6,Market Price,2026-05-04T20:00:00.000000000Z,+1,Intraday 1Hour,1093.25,1093.5,1089.5,1093.25,182
LGOc4,LGOQ6,Market Price,2026-05-04T21:00:00.000000000Z,+1,Intraday 1Hour,1091.25,1091.25,1091.25,1091.25,1
LGOc4,LGOQ6,Market Price,2026-05-05T00:00:00.000000000Z,+1,Intraday 1Hour,1090,1094.25,1090,1093.5,46
LGOc4,LGOQ6,Market Price,2026-05-05T01:00:00.000000000Z,+1,Intraday 1Hour,1091.25,1091.25,1089.75,1090.75,28
LGOc4,LGOQ6,Market Price,2026-05-05T02:00:00.000000000Z,+1,Intraday 1Hour,1083.5,1084.75,1083.25,1084,94
LGOc4,LGOQ6,Market Price,2026-05-05T03:00:00.000000000Z,+1,Intraday 1Hour,1085,1085,1085,1085,51
LGOc4,LGOQ6,Market Price,2026-05-05T04:00:00.000000000Z,+1,Intraday 1Hour,1083.25,1083.25,1082,1082,16
LGOc4,LGOQ6,Market Price,2026-05-05T05:00:00.000000000Z,+1,Intraday 1Hour,1085.5,1091.5,1085.25,1087.5,232
LGOc4,LGOQ6,Market Price,2026-05-05T06:00:00.000000000Z,+1,Intraday 1Hour,1087.25,1096.75,1085.5,1093.25,1106
LGOc4,LGOQ6,Market Price,2026-05-05T07:00:00.000000000Z,+1,Intraday 1Hour,1093,1098.75,1080.25,1096,1922
LGOc4,LGOQ6,Market Price,2026-05-05T08:00:00.000000000Z,+1,Intraday 1Hour,1095.25,1097.5,1085.5,1089.5,1679
LGOc4,LGOQ6,Market Price,2026-05-05T09:00:00.000000000Z,+1,Intraday 1Hour,1091.75,1100,1091.75,1098.5,983
LGOc4,LGOQ6,Market Price,2026-05-05T10:00:00.000000000Z,+1,Intraday 1Hour,1098,1101.5,1093.25,1099,1663
LGOc4,LGOQ6,Market Price,2026-05-05T11:00:00.000000000Z,+1,Intraday 1Hour,1099.25,1105.75,1096,1096,1310
LGOc4,LGOQ6,Market Price,2026-05-05T12:00:00.000000000Z,+1,Intraday 1Hour,1096.75,1099.5,1080.5,1086.5,1852
LGOc4,LGOQ6,Market Price,2026-05-05T13:00:00.000000000Z,+1,Intraday 1Hour,1086,1086,1074.75,1082.25,1418
LGOc4,LGOQ6,Market Price,2026-05-05T14:00:00.000000000Z,+1,Intraday 1Hour,1083,1091.5,1077,1088.75,3092
LGOc4,LGOQ6,Market Price,2026-05-05T15:00:00.000000000Z,+1,Intraday 1Hour,1088.75,1095.25,1082.75,1087.25,7234
LGOc4,LGOQ6,Market Price,2026-05-05T16:00:00.000000000Z,+1,Intraday 1Hour,1086.75,1088.25,1082.25,1085.5,1597
LGOc4,LGOQ6,Market Price,2026-05-05T17:00:00.000000000Z,+1,Intraday 1Hour,1085.5,1087.25,1083.25,1087.25,1992
LGOc4,LGOQ6,Market Price,2026-05-05T18:00:00.000000000Z,+1,Intraday 1Hour,1088.5,1094.75,1088,1090.5,1800
LGOc4,LGOQ6,Market Price,2026-05-05T19:00:00.000000000Z,+1,Intraday 1Hour,1092.25,1097.75,1092.25,1096.25,370
LGOc4,LGOQ6,Market Price,2026-05-05T20:00:00.000000000Z,+1,Intraday 1Hour,1095.25,1098.75,1095.25,1098.5,77
LGOc4,LGOQ6,Market Price,2026-05-05T21:00:00.000000000Z,+1,Intraday 1Hour,1099.5,1099.5,1096.25,1096.25,4
LGOc4,LGOQ6,Market Price,2026-05-06T00:00:00.000000000Z,+1,Intraday 1Hour,1083,1089.25,1082.75,1086.25,201
LGOc4,LGOQ6,Market Price,2026-05-06T01:00:00.000000000Z,+1,Intraday 1Hour,1081.25,1081.5,1073.5,1074.75,60
LGOc4,LGOQ6,Market Price,2026-05-06T02:00:00.000000000Z,+1,Intraday 1Hour,1075.5,1079.25,1075.5,1078.5,113
LGOc4,LGOQ6,Market Price,2026-05-06T03:00:00.000000000Z,+1,Intraday 1Hour,1080.5,1081.25,1077.75,1077.75,68
LGOc4,LGOQ6,Market Price,2026-05-06T04:00:00.000000000Z,+1,Intraday 1Hour,1078.75,1078.75,1076.25,1077.5,76
LGOc4,LGOQ6,Market Price,2026-05-06T05:00:00.000000000Z,+1,Intraday 1Hour,1079.75,1086.75,1079.75,1079.75,83
LGOc4,LGOQ6,Market Price,2026-05-06T06:00:00.000000000Z,+1,Intraday 1Hour,1073,1086,1072.75,1083.25,436
LGOc4,LGOQ6,Market Price,2026-05-06T07:00:00.000000000Z,+1,Intraday 1Hour,1084,1088.25,1059.5,1060.75,1900
LGOc4,LGOQ6,Market Price,2026-05-06T08:00:00.000000000Z,+1,Intraday 1Hour,1060.75,1074,1025.25,1030.5,9313
LGOc4,LGOQ6,Market Price,2026-05-06T09:00:00.000000000Z,+1,Intraday 1Hour,1030.5,1038,1019.5,1019.75,9126
LGOc4,LGOQ6,Market Price,2026-05-06T10:00:00.000000000Z,+1,Intraday 1Hour,1019.75,1020.25,979.5,981.25,6669
LGOc4,LGOQ6,Market Price,2026-05-06T11:00:00.000000000Z,+1,Intraday 1Hour,981.25,1007.25,970.25,1007.25,7275
LGOc4,LGOQ6,Market Price,2026-05-06T12:00:00.000000000Z,+1,Intraday 1Hour,1007,1038.75,1007,1035,6933
LGOc4,LGOQ6,Market Price,2026-05-06T13:00:00.000000000Z,+1,Intraday 1Hour,1034.5,1041.25,1029,1032.25,3268
LGOc4,LGOQ6,Market Price,2026-05-06T14:00:00.000000000Z,+1,Intraday 1Hour,1033,1039.5,1023.25,1030.25,2982
LGOc4,LGOQ6,Market Price,2026-05-06T15:00:00.000000000Z,+1,Intraday 1Hour,1029.5,1037.5,1027,1034.25,5147
LGOc4,LGOQ6,Market Price,2026-05-06T16:00:00.000000000Z,+1,Intraday 1Hour,1035,1041.25,1027.5,1036.5,2572
LGOc4,LGOQ6,Market Price,2026-05-06T17:00:00.000000000Z,+1,Intraday 1Hour,1034.75,1034.75,1026.75,1028,1130
LGOc4,LGOQ6,Market Price,2026-05-06T18:00:00.000000000Z,+1,Intraday 1Hour,1026.5,1026.75,1018.75,1024,1540
LGOc4,LGOQ6,Market Price,2026-05-06T19:00:00.000000000Z,+1,Intraday 1Hour,1023.75,1025.75,1020,1024.25,155
LGOc4,LGOQ6,Market Price,2026-05-06T20:00:00.000000000Z,+1,Intraday 1Hour,1023.25,1029.25,1021.75,1023.75,192
LGOc4,LGOQ6,Market Price,2026-05-06T21:00:00.000000000Z,+1,Intraday 1Hour,1025,1025,1025,1025,4
LGOc4,LGOQ6,Market Price,2026-05-07T00:00:00.000000000Z,+1,Intraday 1Hour,1029.75,1030.5,1029.75,1030.5,38
LGOc4,LGOQ6,Market Price,2026-05-07T01:00:00.000000000Z,+1,Intraday 1Hour,1027,1027,1022.75,1022.75,60
LGOc4,LGOQ6,Market Price,2026-05-07T02:00:00.000000000Z,+1,Intraday 1Hour,1021,1022.25,1018.75,1022.25,77
LGOc4,LGOQ6,Market Price,2026-05-07T03:00:00.000000000Z,+1,Intraday 1Hour,1023.25,1024,1023.25,1023.5,74
