#RIC,Alias Underlying RIC,Domain,Date-Time,GMT Offset,Type,Open,High,Low,Last,Volume
CLc9,CLG27,Market Price,2026-04-30T23:00:00.000000000Z,-4,Intraday 1Hour,,,,,12
CLc9,CLG27,Market Price,2026-05-01T00:00:00.000000000Z,-4,Intraday 1Hour,,,,,133
CLc9,CLG27,Market Price,2026-05-01T01:00:00.000000000Z,-4,Intraday 1Hour,78.31,78.41,78.31,78.41,41
CLc9,CLG27,Market Price,2026-05-01T02:00:00.000000000Z,-4,Intraday 1Hour,78.35,78.43,78.33,78.41,34
CLc9,CLG27,Market Price,2026-05-01T03:00:00.000000000Z,-4,Intraday 1Hour,78.18,78.18,78.18,78.18,17
CLc9,CLG27,Market Price,2026-05-01T04:00:00.000000000Z,-4,Intraday 1Hour,,,,,6
CLc9,CLG27,Market Price,2026-05-01T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,25
CLc9,CLG27,Market Price,2026-05-01T06:00:00.000000000Z,-4,Intraday 1Hour,,,,,117
CLc9,CLG27,Market Price,2026-05-01T07:00:00.000000000Z,-4,Intraday 1Hour,78.11,78.11,78.11,78.11,318
CLc9,CLG27,Market Price,2026-05-01T08:00:00.000000000Z,-4,Intraday 1Hour,78.27,78.27,78.12,78.14,178
CLc9,CLG27,Market Price,2026-05-01T09:00:00.000000000Z,-4,Intraday 1Hour,,,,,87
CLc9,CLG27,Market Price,2026-05-01T10:00:00.000000000Z,-4,Intraday 1Hour,,,,,42
CLc9,CLG27,Market Price,2026-05-01T11:00:00.000000000Z,-4,Intraday 1Hour,,,,,251
CLc9,CLG27,Market Price,2026-05-01T12:00:00.000000000Z,-4,Intraday 1Hour,77.56,77.95,77.56,77.95,577
CLc9,CLG27,Market Price,2026-05-01T13:00:00.000000000Z,-4,Intraday 1Hour,77.34,77.34,76.6,76.61,638
CLc9,CLG27,Market Price,2026-05-01T14:00:00.000000000Z,-4,Intraday 1Hour,76.42,76.5,76.15,76.5,942
CLc9,CLG27,Market Price,2026-05-01T15:00:00.000000000Z,-4,Intraday 1Hour,,,,,569
CLc9,CLG27,Market Price,2026-05-01T16:00:00.000000000Z,-4,Intraday 1Hour,76.86,76.86,76.86,76.86,539
CLc9,CLG27,Market Price,2026-05-01T17:00:00.000000000Z,-4,Intraday 1Hour,76.85,76.85,76.85,76.85,777
CLc9,CLG27,Market Price,2026-05-01T18:00:00.000000000Z,-4,Intraday 1Hour,76.88,77.01,76.73,76.93,1279
CLc9,CLG27,Market Price,2026-05-01T19:00:00.000000000Z,-4,Intraday 1Hour,76.96,76.98,76.96,76.98,139
CLc9,CLG27,Market Price,2026-05-01T20:00:00.000000000Z,-4,Intraday 1Hour,77.16,77.37,77.14,77.18,570
CLc9,CLG27,Market Price,2026-05-03T22:00:00.000000000Z,-4,Intraday 1Hour,,,,,250
CLc9,CLG27,Market Price,2026-05-03T23:00:00.000000000Z,-4,Intraday 1Hour,,,,,26
CLc9,CLG27,Market Price,2026-05-04T00:00:00.000000000Z,-4,Intraday 1Hour,,,,,79
CLc9,CLG27,Market Price,2026-05-04T01:00:00.000000000Z,-4,Intraday 1Hour,77.06,77.11,77.06,77.11,62
CLc9,CLG27,Market Price,2026-05-04T02:00:00.000000000Z,-4,Intraday 1Hour,,,,,51
CLc9,CLG27,Market Price,2026-05-04T03:00:00.000000000Z,-4,Intraday 1Hour,77.32,77.56,77.32,77.56,43
CLc9,CLG27,Market Price,2026-05-04T04:00:00.000000000Z,-4,Intraday 1Hour,77.29,77.29,77.29,77.29,14
CLc9,CLG27,Market Price,2026-05-04T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,231
CLc9,CLG27,Market Price,2026-05-04T06:00:00.000000000Z,-4,Intraday 1Hour,77.13,77.15,77.13,77.15,69
CLc9,CLG27,Market Price,2026-05-04T07:00:00.000000000Z,-4,Intraday 1Hour,77.73,77.73,77.73,77.73,110
CLc9,CLG27,Market Price,2026-05-04T08:00:00.000000000Z,-4,Intraday 1Hour,78.3,78.3,78.03,78.08,410
CLc9,CLG27,Market Price,2026-05-04T09:00:00.000000000Z,-4,Intraday 1Hour,78.01,78.01,78.01,78.01,233
CLc9,CLG27,Market Price,2026-05-04T10:00:00.000000000Z,-4,Intraday 1Hour,78.45,78.45,78.45,78.45,1881
CLc9,CLG27,Market Price,2026-05-04T11:00:00.000000000Z,-4,Intraday 1Hour,78.5,78.71,78.5,78.71,412
CLc9,CLG27,Market Price,2026-05-04T12:00:00.000000000Z,-4,Intraday 1Hour,78.42,78.42,78.21,78.25,450
CLc9,CLG27,Market Price,2026-05-04T13:00:00.000000000Z,-4,Intraday 1Hour,78.71,78.86,78.12,78.86,1713
CLc9,CLG27,Market Price,2026-05-04T14:00:00.000000000Z,-4,Intraday 1Hour,78.71,78.82,78.71,78.82,706
CLc9,CLG27,Market Price,2026-05-04T15:00:00.000000000Z,-4,Intraday 1Hour,79.17,79.57,79.17,79.53,2486
CLc9,CLG27,Market Price,2026-05-04T16:00:00.000000000Z,-4,Intraday 1Hour,79.61,80.05,79.61,80.05,2489
CLc9,CLG27,Market Price,2026-05-04T17:00:00.000000000Z,-4,Intraday 1Hour,,,,,1552
CLc9,CLG27,Market Price,2026-05-04T18:00:00.000000000Z,-4,Intraday 1Hour,79.9,80.46,79.68,80.33,1599
CLc9,CLG27,Market Price,2026-05-04T19:00:00.000000000Z,-4,Intraday 1Hour,80.02,80.24,80.02,80.15,1210
CLc9,CLG27,Market Price,2026-05-04T20:00:00.000000000Z,-4,Intraday 1Hour,80.13,80.13,79.9,79.93,544
CLc9,CLG27,Market Price,2026-05-04T22:00:00.000000000Z,-4,Intraday 1Hour,,,,,31
CLc9,CLG27,Market Price,2026-05-04T23:00:00.000000000Z,-4,Intraday 1Hour,,,,,2
CLc9,CLG27,Market Price,2026-05-05T00:00:00.000000000Z,-4,Intraday 1Hour,,,,,112
CLc9,CLG27,Market Price,2026-05-05T01:00:00.000000000Z,-4,Intraday 1Hour,79.89,79.9,79.82,79.82,194
CLc9,CLG27,Market Price,2026-05-05T02:00:00.000000000Z,-4,Intraday 1Hour,,,,,164
CLc9,CLG27,Market Price,2026-05-05T03:00:00.000000000Z,-4,Intraday 1Hour,,,,,18
CLc9,CLG27,Market Price,2026-05-05T04:00:00.000000000Z,-4,Intraday 1Hour,,,,,26
CLc9,CLG27,Market Price,2026-05-05T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,110
CLc9,CLG27,Market Price,2026-05-05T06:00:00.000000000Z,-4,Intraday 1Hour,,,,,181
CLc9,CLG27,Market Price,2026-05-05T07:00:00.000000000Z,-4,Intraday 1Hour,79.98,79.98,79.74,79.74,213
CLc9,CLG27,Market Price,2026-05-05T08:00:00.000000000Z,-4,Intraday 1Hour,,,,,439
CLc9,CLG27,Market Price,2026-05-05T09:00:00.000000000Z,-4,Intraday 1Hour,79.46,79.46,79.46,79.46,1843
CLc9,CLG27,Market Price,2026-05-05T10:00:00.000000000Z,-4,Intraday 1Hour,79.61,79.72,79.61,79.7,231
CLc9,CLG27,Market Price,2026-05-05T11:00:00.000000000Z,-4,Intraday 1Hour,79.78,80.01,79.59,79.59,437
CLc9,CLG27,Market Price,2026-05-05T12:00:00.000000000Z,-4,Intraday 1Hour,79.06,79.11,79.06,79.11,1210
CLc9,CLG27,Market Price,2026-05-05T13:00:00.000000000Z,-4,Intraday 1Hour,78.39,78.46,78.36,78.46,1852
CLc9,CLG27,Market Price,2026-05-05T14:00:00.000000000Z,-4,Intraday 1Hour,78.36,78.52,78.36,78.52,1253
CLc9,CLG27,Market Price,2026-05-05T15:00:00.000000000Z,-4,Intraday 1Hour,,,,,697
CLc9,CLG27,Market Price,2026-05-05T16:00:00.000000000Z,-4,Intraday 1Hour,78.7,78.71,78.7,78.71,258
CLc9,CLG27,Market Price,2026-05-05T17:00:00.000000000Z,-4,Intraday 1Hour,,,,,373
CLc9,CLG27,Market Price,2026-05-05T18:00:00.000000000Z,-4,Intraday 1Hour,78.8,78.8,78.65,78.65,1342
CLc9,CLG27,Market Price,2026-05-05T19:00:00.000000000Z,-4,Intraday 1Hour,78.9,78.94,78.9,78.94,571
CLc9,CLG27,Market Price,2026-05-05T20:00:00.000000000Z,-4,Intraday 1Hour,79.03,79.05,79.03,79.05,234
CLc9,CLG27,Market Price,2026-05-05T22:00:00.000000000Z,-4,Intraday 1Hour,,,,,667
CLc9,CLG27,Market Price,2026-05-05T23:00:00.000000000Z,-4,Intraday 1Hour,77.96,77.96,77.9,77.9,166
CLc9,CLG27,Market Price,2026-05-06T00:00:00.000000000Z,-4,Intraday 1Hour,,,,,318
CLc9,CLG27,Market Price,2026-05-06T01:00:00.000000000Z,-4,Intraday 1Hour,77.93,77.96,77.93,77.96,144
CLc9,CLG27,Market Price,2026-05-06T02:00:00.000000000Z,-4,Intraday 1Hour,,,,,35
CLc9,CLG27,Market Price,2026-05-06T03:00:00.000000000Z,-4,Intraday 1Hour,,,,,24
CLc9,CLG27,Market Price,2026-05-06T04:00:00.000000000Z,-4,Intraday 1Hour,77.71,77.71,77.71,77.71,39
CLc9,CLG27,Market Price,2026-05-06T05:00:00.000000000Z,-4,Intraday 1Hour,77.97,77.97,77.97,77.97,123
CLc9,CLG27,Market Price,2026-05-06T06:00:00.000000000Z,-4,Intraday 1Hour,77.9,77.9,77.9,77.9,416
CLc9,CLG27,Market Price,2026-05-06T07:00:00.000000000Z,-4,Intraday 1Hour,77.35,77.35,77.18,77.18,1074
CLc9,CLG27,Market Price,2026-05-06T08:00:00.000000000Z,-4,Intraday 1Hour,77.16,77.16,75.5,75.53,3405
CLc9,CLG27,Market Price,2026-05-06T09:00:00.000000000Z,-4,Intraday 1Hour,75.5,75.79,74.94,74.94,2333
CLc9,CLG27,Market Price,2026-05-06T10:00:00.000000000Z,-4,Intraday 1Hour,73.94,73.94,72.57,72.57,2337
CLc9,CLG27,Market Price,2026-05-06T11:00:00.000000000Z,-4,Intraday 1Hour,73.2,73.98,73.2,73.92,2757
CLc9,CLG27,Market Price,2026-05-06T12:00:00.000000000Z,-4,Intraday 1Hour,74.77,74.88,74.2,74.88,2164
CLc9,CLG27,Market Price,2026-05-06T13:00:00.000000000Z,-4,Intraday 1Hour,75.4,75.47,75.09,75.25,1713
CLc9,CLG27,Market Price,2026-05-06T14:00:00.000000000Z,-4,Intraday 1Hour,75.4,75.41,75.13,75.18,1619
CLc9,CLG27,Market Price,2026-05-06T15:00:00.000000000Z,-4,Intraday 1Hour,75.11,75.11,75.03,75.03,1975
CLc9,CLG27,Market Price,2026-05-06T16:00:00.000000000Z,-4,Intraday 1Hour,74.88,75.03,74.88,75.03,623
CLc9,CLG27,Market Price,2026-05-06T17:00:00.000000000Z,-4,Intraday 1Hour,75.02,75.26,75.02,75.26,357
CLc9,CLG27,Market Price,2026-05-06T18:00:00.000000000Z,-4,Intraday 1Hour,75.14,75.15,74.58,74.58,1977
CLc9,CLG27,Market Price,2026-05-06T19:00:00.000000000Z,-4,Intraday 1Hour,74.65,74.68,74.44,74.62,927
CLc9,CLG27,Market Price,2026-05-06T20:00:00.000000000Z,-4,Intraday 1Hour,74.6,74.72,74.55,74.55,616
CLc9,CLG27,Market Price,2026-05-06T22:00:00.000000000Z,-4,Intraday 1Hour,,,,,29
CLc9,CLG27,Market Price,2026-05-06T23:00:00.000000000Z,-4,Intraday 1Hour,,,,,13
CLc9,CLG27,Market Price,2026-05-07T00:00:00.000000000Z,-4,Intraday 1Hour,74.76,74.8,74.76,74.8,271
CLc9,CLG27,Market Price,2026-05-07T01:00:00.000000000Z,-4,Intraday 1Hour,74.86,74.9,74.84,74.84,182
CLc9,CLG27,Market Price,2026-05-07T02:00:00.000000000Z,-4,Intraday 1Hour,74.49,74.49,74.49,74.49,150
CLc9,CLG27,Market Price,2026-05-07T03:00:00.000000000Z,-4,Intraday 1Hour,,,,,89
CLc9,CLG27,Market Price,2026-05-07T04:00:00.000000000Z,-4,Intraday 1Hour,,,,,23
CLc9,CLG27,Market Price,2026-05-07T05:00:00.000000000Z,-4,Intraday 1Hour,,,,,97
CLc9,CLG27,Market Price,2026-05-07T06:00:00.000000000Z,-4,Intraday 1Hour,74.48,74.48,73.99,73.99,299
CLc9,CLG27,Market Price,2026-05-07T07:00:00.000000000Z,-4,Intraday 1Hour,73.5,73.5,72.82,73,1100
CLc9,CLG27,Market Price,2026-05-07T08:00:00.000000000Z,-4,Intraday 1Hour,,,,,589
CLc9,CLG27,Market Price,2026-05-07T09:00:00.000000000Z,-4,Intraday 1Hour,73.88,73.88,73.88,73.88,489
CLc9,CLG27,Market Price,2026-05-07T10:00:00.000000000Z,-4,Intraday 1Hour,,,,,971
CLc9,CLG27,Market Price,2026-05-07T11:00:00.000000000Z,-4,Intraday 1Hour,73.71,73.71,73.4,73.41,516
